PurchaseOrderLineID,PurchaseOrderID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,LastEditedBy,LastEditedWhen
7180,1789,184,1367,Shipping carton (Brown) 305x305x305mm,1367,7,47.5,42353,TRUE,8,42353.29167
7181,1789,193,2399,Black and orange glass with care despatch tape 48mmx75m,2399,7,38.4,42353,TRUE,8,42353.29167
7182,1789,204,2674,Tape dispenser (Red),2674,7,170,42353,TRUE,8,42353.29167
7183,1790,77,2941,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2941,6,84,42354,TRUE,13,42354.29167
7184,1790,78,3200,"""The Gu"" red shirt XML tag t-shirt (White) XS",3200,6,84,42354,TRUE,13,42354.29167
7185,1790,80,1575,"""The Gu"" red shirt XML tag t-shirt (White) M",1575,6,84,42354,TRUE,13,42354.29167
7186,1790,86,3113,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3113,6,96,42354,TRUE,13,42354.29167
7187,1790,95,1504,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1504,6,90,42354,TRUE,13,42354.29167
7188,1790,98,3182,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3182,6,96,42354,TRUE,13,42354.29167
7189,1791,184,1387,Shipping carton (Brown) 305x305x305mm,1387,7,47.5,42354,TRUE,13,42354.29167
7190,1791,193,2408,Black and orange glass with care despatch tape 48mmx75m,2408,7,38.4,42354,TRUE,13,42354.29167
7191,1791,204,2672,Tape dispenser (Red),2672,7,170,42354,TRUE,13,42354.29167
7192,1792,77,2939,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2939,6,84,42355,TRUE,12,42355.29167
7193,1792,78,3204,"""The Gu"" red shirt XML tag t-shirt (White) XS",3204,6,84,42355,TRUE,12,42355.29167
7194,1792,80,1585,"""The Gu"" red shirt XML tag t-shirt (White) M",1585,6,84,42355,TRUE,12,42355.29167
7195,1792,86,3111,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3111,6,96,42355,TRUE,12,42355.29167
7196,1792,95,1500,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1500,6,90,42355,TRUE,12,42355.29167
7197,1792,98,3191,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3191,6,96,42355,TRUE,12,42355.29167
7198,1793,184,1388,Shipping carton (Brown) 305x305x305mm,1388,7,47.5,42355,TRUE,12,42355.29167
7199,1793,193,2406,Black and orange glass with care despatch tape 48mmx75m,2406,7,38.4,42355,TRUE,12,42355.29167
7200,1793,204,2675,Tape dispenser (Red),2675,7,170,42355,TRUE,12,42355.29167
7201,1794,77,2942,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2942,6,84,42356,TRUE,6,42356.29167
7202,1794,78,3202,"""The Gu"" red shirt XML tag t-shirt (White) XS",3202,6,84,42356,TRUE,6,42356.29167
7203,1794,80,1581,"""The Gu"" red shirt XML tag t-shirt (White) M",1581,6,84,42356,TRUE,6,42356.29167
7204,1794,86,3109,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3109,6,96,42356,TRUE,6,42356.29167
7205,1794,95,1496,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1496,6,90,42356,TRUE,6,42356.29167
7206,1794,98,3189,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3189,6,96,42356,TRUE,6,42356.29167
7207,1795,184,1395,Shipping carton (Brown) 305x305x305mm,1395,7,47.5,42356,TRUE,6,42356.29167
7208,1795,193,2410,Black and orange glass with care despatch tape 48mmx75m,2410,7,38.4,42356,TRUE,6,42356.29167
7209,1795,204,2673,Tape dispenser (Red),2673,7,170,42356,TRUE,6,42356.29167
7210,1796,77,2949,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2949,6,84,42359,TRUE,3,42359.29167
7211,1796,78,3210,"""The Gu"" red shirt XML tag t-shirt (White) XS",3210,6,84,42359,TRUE,3,42359.29167
7212,1796,80,1577,"""The Gu"" red shirt XML tag t-shirt (White) M",1577,6,84,42359,TRUE,3,42359.29167
7213,1796,86,3107,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3107,6,96,42359,TRUE,3,42359.29167
7214,1796,95,1492,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1492,6,90,42359,TRUE,3,42359.29167
7215,1796,98,3195,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3195,6,96,42359,TRUE,3,42359.29167
7216,1797,184,1407,Shipping carton (Brown) 305x305x305mm,1407,7,47.5,42359,TRUE,3,42359.29167
7217,1797,193,2408,Black and orange glass with care despatch tape 48mmx75m,2408,7,38.4,42359,TRUE,3,42359.29167
7218,1797,204,2676,Tape dispenser (Red),2676,7,170,42359,TRUE,3,42359.29167
7219,1798,77,7,"""The Gu"" red shirt XML tag t-shirt (White) XXS",7,6,84,42359,TRUE,3,42359.29167
7220,1798,95,2,"""The Gu"" red shirt XML tag t-shirt (Black) XL",2,6,90,42359,TRUE,3,42359.29167
7221,1798,98,7,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",7,6,96,42359,TRUE,3,42359.29167
7222,1799,184,7,Shipping carton (Brown) 305x305x305mm,7,7,47.5,42359,TRUE,3,42359.29167
7223,1799,204,6,Tape dispenser (Red),6,7,170,42359,TRUE,3,42359.29167
7224,1800,77,2955,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2955,6,84,42360,TRUE,3,42360.29167
7225,1800,78,3206,"""The Gu"" red shirt XML tag t-shirt (White) XS",3206,6,84,42360,TRUE,3,42360.29167
7226,1800,80,1569,"""The Gu"" red shirt XML tag t-shirt (White) M",1569,6,84,42360,TRUE,3,42360.29167
7227,1800,86,3114,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3114,6,96,42360,TRUE,3,42360.29167
7228,1800,95,1504,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1504,6,90,42360,TRUE,3,42360.29167
7229,1800,98,3215,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3215,6,96,42360,TRUE,3,42360.29167
7230,1801,184,1425,Shipping carton (Brown) 305x305x305mm,1425,7,47.5,42360,TRUE,3,42360.29167
7231,1801,193,2408,Black and orange glass with care despatch tape 48mmx75m,2408,7,38.4,42360,TRUE,3,42360.29167
7232,1801,204,2689,Tape dispenser (Red),2689,7,170,42360,TRUE,3,42360.29167
7233,1802,77,2953,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2953,6,84,42361,TRUE,19,42361.29167
7234,1802,78,3206,"""The Gu"" red shirt XML tag t-shirt (White) XS",3206,6,84,42361,TRUE,19,42361.29167
7235,1802,80,1575,"""The Gu"" red shirt XML tag t-shirt (White) M",1575,6,84,42361,TRUE,19,42361.29167
7236,1802,86,3116,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3116,6,96,42361,TRUE,19,42361.29167
7237,1802,95,1520,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1520,6,90,42361,TRUE,19,42361.29167
7238,1802,98,3221,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3221,6,96,42361,TRUE,19,42361.29167
7239,1803,184,1426,Shipping carton (Brown) 305x305x305mm,1426,7,47.5,42361,TRUE,19,42361.29167
7240,1803,193,2412,Black and orange glass with care despatch tape 48mmx75m,2412,7,38.4,42361,TRUE,19,42361.29167
7241,1803,204,2687,Tape dispenser (Red),2687,7,170,42361,TRUE,19,42361.29167
7242,1804,77,2963,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2963,6,84,42362,TRUE,2,42362.29167
7243,1804,78,3218,"""The Gu"" red shirt XML tag t-shirt (White) XS",3218,6,84,42362,TRUE,2,42362.29167
7244,1804,80,1576,"""The Gu"" red shirt XML tag t-shirt (White) M",1576,6,84,42362,TRUE,2,42362.29167
7245,1804,86,3121,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3121,6,96,42362,TRUE,2,42362.29167
7246,1804,95,1516,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1516,6,90,42362,TRUE,2,42362.29167
7247,1804,98,3219,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3219,6,96,42362,TRUE,2,42362.29167
7248,1805,184,1444,Shipping carton (Brown) 305x305x305mm,1444,7,47.5,42362,TRUE,2,42362.29167
7249,1805,193,2410,Black and orange glass with care despatch tape 48mmx75m,2410,7,38.4,42362,TRUE,2,42362.29167
7250,1805,204,2695,Tape dispenser (Red),2695,7,170,42362,TRUE,2,42362.29167
7251,1806,77,2961,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2961,6,84,42363,TRUE,11,42363.29167
7252,1806,78,3216,"""The Gu"" red shirt XML tag t-shirt (White) XS",3216,6,84,42363,TRUE,11,42363.29167
7253,1806,80,1581,"""The Gu"" red shirt XML tag t-shirt (White) M",1581,6,84,42363,TRUE,11,42363.29167
7254,1806,86,3119,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3119,6,96,42363,TRUE,11,42363.29167
7255,1806,95,1518,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1518,6,90,42363,TRUE,11,42363.29167
7256,1806,98,3218,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3218,6,96,42363,TRUE,11,42363.29167
7257,1807,184,1456,Shipping carton (Brown) 305x305x305mm,1456,7,47.5,42363,TRUE,11,42363.29167
7258,1807,193,2408,Black and orange glass with care despatch tape 48mmx75m,2408,7,38.4,42363,TRUE,11,42363.29167
7259,1807,204,2693,Tape dispenser (Red),2693,7,170,42363,TRUE,11,42363.29167
7260,1808,77,2959,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2959,6,84,42366,TRUE,17,42366.29167
7261,1808,78,3216,"""The Gu"" red shirt XML tag t-shirt (White) XS",3216,6,84,42366,TRUE,17,42366.29167
7262,1808,80,1579,"""The Gu"" red shirt XML tag t-shirt (White) M",1579,6,84,42366,TRUE,17,42366.29167
7263,1808,86,3140,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3140,6,96,42366,TRUE,17,42366.29167
7264,1808,95,1532,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1532,6,90,42366,TRUE,17,42366.29167
7265,1808,98,3229,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3229,6,96,42366,TRUE,17,42366.29167
7266,1809,184,1455,Shipping carton (Brown) 305x305x305mm,1455,7,47.5,42366,TRUE,17,42366.29167
7267,1809,193,2406,Black and orange glass with care despatch tape 48mmx75m,2406,7,38.4,42366,TRUE,17,42366.29167
7268,1809,204,2700,Tape dispenser (Red),2700,7,170,42366,TRUE,17,42366.29167
7269,1810,78,6,"""The Gu"" red shirt XML tag t-shirt (White) XS",6,6,84,42366,TRUE,17,42366.29167
7270,1811,184,4,Shipping carton (Brown) 305x305x305mm,4,7,47.5,42366,TRUE,17,42366.29167
7271,1811,204,10,Tape dispenser (Red),10,7,170,42366,TRUE,17,42366.29167
7272,1812,77,2955,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2955,6,84,42367,TRUE,16,42367.29167
7273,1812,78,3230,"""The Gu"" red shirt XML tag t-shirt (White) XS",3230,6,84,42367,TRUE,16,42367.29167
7274,1812,80,1571,"""The Gu"" red shirt XML tag t-shirt (White) M",1571,6,84,42367,TRUE,16,42367.29167
7275,1812,86,3141,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3141,6,96,42367,TRUE,16,42367.29167
7276,1812,95,1524,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1524,6,90,42367,TRUE,16,42367.29167
7277,1812,98,3225,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3225,6,96,42367,TRUE,16,42367.29167
7278,1813,184,1465,Shipping carton (Brown) 305x305x305mm,1465,7,47.5,42367,TRUE,16,42367.29167
7279,1813,193,2417,Black and orange glass with care despatch tape 48mmx75m,2417,7,38.4,42367,TRUE,16,42367.29167
7280,1813,204,2729,Tape dispenser (Red),2729,7,170,42367,TRUE,16,42367.29167
7281,1814,77,2958,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2958,6,84,42368,TRUE,4,42368.29167
7282,1814,78,3237,"""The Gu"" red shirt XML tag t-shirt (White) XS",3237,6,84,42368,TRUE,4,42368.29167
7283,1814,80,1567,"""The Gu"" red shirt XML tag t-shirt (White) M",1567,6,84,42368,TRUE,4,42368.29167
7284,1814,86,3143,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3143,6,96,42368,TRUE,4,42368.29167
7285,1814,95,1528,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1528,6,90,42368,TRUE,4,42368.29167
7286,1814,98,3241,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3241,6,96,42368,TRUE,4,42368.29167
7287,1815,184,1466,Shipping carton (Brown) 305x305x305mm,1466,7,47.5,42368,TRUE,4,42368.29167
7288,1815,193,2417,Black and orange glass with care despatch tape 48mmx75m,2417,7,38.4,42368,TRUE,4,42368.29167
7289,1815,204,2727,Tape dispenser (Red),2727,7,170,42368,TRUE,4,42368.29167
7290,1816,77,2956,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2956,6,84,42369,TRUE,9,42369.29167
7291,1816,78,3235,"""The Gu"" red shirt XML tag t-shirt (White) XS",3235,6,84,42369,TRUE,9,42369.29167
7292,1816,80,1563,"""The Gu"" red shirt XML tag t-shirt (White) M",1563,6,84,42369,TRUE,9,42369.29167
7293,1816,86,3143,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3143,6,96,42369,TRUE,9,42369.29167
7294,1816,95,1524,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1524,6,90,42369,TRUE,9,42369.29167
7295,1816,98,3239,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3239,6,96,42369,TRUE,9,42369.29167
7296,1817,184,1472,Shipping carton (Brown) 305x305x305mm,1472,7,47.5,42369,TRUE,9,42369.29167
7297,1817,193,2415,Black and orange glass with care despatch tape 48mmx75m,2415,7,38.4,42369,TRUE,9,42369.29167
7298,1817,204,2725,Tape dispenser (Red),2725,7,170,42369,TRUE,9,42369.29167
7299,1818,77,2964,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2964,6,84,42370,TRUE,17,42370.29167
7300,1818,78,3242,"""The Gu"" red shirt XML tag t-shirt (White) XS",3242,6,84,42370,TRUE,17,42370.29167
7301,1818,80,1571,"""The Gu"" red shirt XML tag t-shirt (White) M",1571,6,84,42370,TRUE,17,42370.29167
7302,1818,86,3151,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3151,6,96,42370,TRUE,17,42370.29167
7303,1818,95,1538,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1538,6,90,42370,TRUE,17,42370.29167
7304,1818,98,3253,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3253,6,96,42370,TRUE,17,42370.29167
7305,1819,184,1469,Shipping carton (Brown) 305x305x305mm,1469,7,47.5,42370,TRUE,17,42370.29167
7306,1819,193,2414,Black and orange glass with care despatch tape 48mmx75m,2414,7,38.4,42370,TRUE,17,42370.29167
7307,1819,204,2723,Tape dispenser (Red),2723,7,170,42370,TRUE,17,42370.29167
7308,1820,77,2963,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2963,6,84,42373,TRUE,11,42373.29167
7309,1820,78,3240,"""The Gu"" red shirt XML tag t-shirt (White) XS",3240,6,84,42373,TRUE,11,42373.29167
7310,1820,80,1568,"""The Gu"" red shirt XML tag t-shirt (White) M",1568,6,84,42373,TRUE,11,42373.29167
7311,1820,86,3155,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3155,6,96,42373,TRUE,11,42373.29167
7312,1820,95,1543,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1543,6,90,42373,TRUE,11,42373.29167
7313,1820,98,3251,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3251,6,96,42373,TRUE,11,42373.29167
7314,1821,184,1470,Shipping carton (Brown) 305x305x305mm,1470,7,47.5,42373,TRUE,11,42373.29167
7315,1821,193,2419,Black and orange glass with care despatch tape 48mmx75m,2419,7,38.4,42373,TRUE,11,42373.29167
7316,1821,204,2728,Tape dispenser (Red),2728,7,170,42373,TRUE,11,42373.29167
7317,1822,221,19,Novelty chilli chocolates 500g,19,6,105,42373,TRUE,11,42373.29167
7318,1823,78,5,"""The Gu"" red shirt XML tag t-shirt (White) XS",5,6,84,42373,TRUE,11,42373.29167
7319,1823,80,9,"""The Gu"" red shirt XML tag t-shirt (White) M",9,6,84,42373,TRUE,11,42373.29167
7320,1823,86,5,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",5,6,96,42373,TRUE,11,42373.29167
7321,1823,95,6,"""The Gu"" red shirt XML tag t-shirt (Black) XL",6,6,90,42373,TRUE,11,42373.29167
7322,1823,98,8,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",8,6,96,42373,TRUE,11,42373.29167
7323,1824,222,15,Chocolate beetles 250g,15,6,114,42373,TRUE,11,42373.29167
7324,1824,223,15,Chocolate echidnas 250g,15,6,114,42373,TRUE,11,42373.29167
7325,1825,220,18,Novelty chilli chocolates 250g,18,6,114,42374,TRUE,13,42374.29167
7326,1825,222,26,Chocolate beetles 250g,26,6,114,42374,TRUE,13,42374.29167
7327,1825,223,16,Chocolate echidnas 250g,16,6,114,42374,TRUE,13,42374.29167
7328,1826,77,2967,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2967,6,84,42374,TRUE,13,42374.29167
7329,1826,78,3245,"""The Gu"" red shirt XML tag t-shirt (White) XS",3245,6,84,42374,TRUE,13,42374.29167
7330,1826,80,1573,"""The Gu"" red shirt XML tag t-shirt (White) M",1573,6,84,42374,TRUE,13,42374.29167
7331,1826,86,3158,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3158,6,96,42374,TRUE,13,42374.29167
7332,1826,95,1554,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1554,6,90,42374,TRUE,13,42374.29167
7333,1826,98,3259,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3259,6,96,42374,TRUE,13,42374.29167
7334,1827,184,1458,Shipping carton (Brown) 305x305x305mm,1458,7,47.5,42374,TRUE,13,42374.29167
7335,1827,193,2432,Black and orange glass with care despatch tape 48mmx75m,2432,7,38.4,42374,TRUE,13,42374.29167
7336,1827,204,2722,Tape dispenser (Red),2722,7,170,42374,TRUE,13,42374.29167
7337,1828,224,14,Chocolate frogs 250g,14,6,114,42375,TRUE,20,42375.29167
7338,1828,225,23,Chocolate sharks 250g,23,6,114,42375,TRUE,20,42375.29167
7339,1829,77,2965,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2965,6,84,42375,TRUE,20,42375.29167
7340,1829,78,3246,"""The Gu"" red shirt XML tag t-shirt (White) XS",3246,6,84,42375,TRUE,20,42375.29167
7341,1829,80,1579,"""The Gu"" red shirt XML tag t-shirt (White) M",1579,6,84,42375,TRUE,20,42375.29167
7342,1829,86,3156,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3156,6,96,42375,TRUE,20,42375.29167
7343,1829,95,1563,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1563,6,90,42375,TRUE,20,42375.29167
7344,1829,98,3269,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3269,6,96,42375,TRUE,20,42375.29167
7345,1830,184,1461,Shipping carton (Brown) 305x305x305mm,1461,7,47.5,42375,TRUE,20,42375.29167
7346,1830,193,2446,Black and orange glass with care despatch tape 48mmx75m,2446,7,38.4,42375,TRUE,20,42375.29167
7347,1830,204,2729,Tape dispenser (Red),2729,7,170,42375,TRUE,20,42375.29167
7348,1831,226,30,White chocolate snow balls 250g,30,6,114,42376,TRUE,2,42376.29167
7349,1831,227,45,White chocolate moon rocks 250g,45,6,114,42376,TRUE,2,42376.29167
7350,1832,77,2970,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2970,6,84,42376,TRUE,2,42376.29167
7351,1832,78,3249,"""The Gu"" red shirt XML tag t-shirt (White) XS",3249,6,84,42376,TRUE,2,42376.29167
7352,1832,80,1589,"""The Gu"" red shirt XML tag t-shirt (White) M",1589,6,84,42376,TRUE,2,42376.29167
7353,1832,86,3195,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3195,6,96,42376,TRUE,2,42376.29167
7354,1832,95,1576,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1576,6,90,42376,TRUE,2,42376.29167
7355,1832,98,3276,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3276,6,96,42376,TRUE,2,42376.29167
7356,1833,184,1463,Shipping carton (Brown) 305x305x305mm,1463,7,47.5,42376,TRUE,2,42376.29167
7357,1833,193,2456,Black and orange glass with care despatch tape 48mmx75m,2456,7,38.4,42376,TRUE,2,42376.29167
7358,1833,204,2727,Tape dispenser (Red),2727,7,170,42376,TRUE,2,42376.29167
7359,1834,77,2973,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2973,6,84,42377,TRUE,14,42377.29167
7360,1834,78,3254,"""The Gu"" red shirt XML tag t-shirt (White) XS",3254,6,84,42377,TRUE,14,42377.29167
7361,1834,80,1588,"""The Gu"" red shirt XML tag t-shirt (White) M",1588,6,84,42377,TRUE,14,42377.29167
7362,1834,86,3193,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3193,6,96,42377,TRUE,14,42377.29167
7363,1834,95,1589,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1589,6,90,42377,TRUE,14,42377.29167
7364,1834,98,3281,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3281,6,96,42377,TRUE,14,42377.29167
7365,1835,184,1478,Shipping carton (Brown) 305x305x305mm,1478,7,47.5,42377,TRUE,14,42377.29167
7366,1835,193,2454,Black and orange glass with care despatch tape 48mmx75m,2454,7,38.4,42377,TRUE,14,42377.29167
7367,1835,204,2726,Tape dispenser (Red),2726,7,170,42377,TRUE,14,42377.29167
7368,1836,77,2991,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2991,6,84,42380,TRUE,8,42380.29167
7369,1836,78,3269,"""The Gu"" red shirt XML tag t-shirt (White) XS",3269,6,84,42380,TRUE,8,42380.29167
7370,1836,80,1597,"""The Gu"" red shirt XML tag t-shirt (White) M",1597,6,84,42380,TRUE,8,42380.29167
7371,1836,86,3200,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3200,6,96,42380,TRUE,8,42380.29167
7372,1836,95,1603,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1603,6,90,42380,TRUE,8,42380.29167
7373,1836,98,3290,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3290,6,96,42380,TRUE,8,42380.29167
7374,1837,184,1476,Shipping carton (Brown) 305x305x305mm,1476,7,47.5,42380,TRUE,8,42380.29167
7375,1837,193,2460,Black and orange glass with care despatch tape 48mmx75m,2460,7,38.4,42380,TRUE,8,42380.29167
7376,1837,204,2737,Tape dispenser (Red),2737,7,170,42380,TRUE,8,42380.29167
7377,1838,77,6,"""The Gu"" red shirt XML tag t-shirt (White) XXS",6,6,84,42380,TRUE,8,42380.29167
7378,1838,78,1,"""The Gu"" red shirt XML tag t-shirt (White) XS",1,6,84,42380,TRUE,8,42380.29167
7379,1838,80,9,"""The Gu"" red shirt XML tag t-shirt (White) M",9,6,84,42380,TRUE,8,42380.29167
7380,1838,86,11,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",11,6,96,42380,TRUE,8,42380.29167
7381,1838,98,9,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",9,6,96,42380,TRUE,8,42380.29167
7382,1839,184,8,Shipping carton (Brown) 305x305x305mm,8,7,47.5,42380,TRUE,8,42380.29167
7383,1840,77,2995,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2995,6,84,42381,TRUE,12,42381.29167
7384,1840,78,3268,"""The Gu"" red shirt XML tag t-shirt (White) XS",3268,6,84,42381,TRUE,12,42381.29167
7385,1840,80,1609,"""The Gu"" red shirt XML tag t-shirt (White) M",1609,6,84,42381,TRUE,12,42381.29167
7386,1840,86,3210,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3210,6,96,42381,TRUE,12,42381.29167
7387,1840,95,1603,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1603,6,90,42381,TRUE,12,42381.29167
7388,1840,98,3305,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3305,6,96,42381,TRUE,12,42381.29167
7389,1841,184,1481,Shipping carton (Brown) 305x305x305mm,1481,7,47.5,42381,TRUE,12,42381.29167
7390,1841,193,2454,Black and orange glass with care despatch tape 48mmx75m,2454,7,38.4,42381,TRUE,12,42381.29167
7391,1841,204,2738,Tape dispenser (Red),2738,7,170,42381,TRUE,12,42381.29167
7392,1842,77,2993,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2993,6,84,42382,TRUE,19,42382.29167
7393,1842,78,3271,"""The Gu"" red shirt XML tag t-shirt (White) XS",3271,6,84,42382,TRUE,19,42382.29167
7394,1842,80,1613,"""The Gu"" red shirt XML tag t-shirt (White) M",1613,6,84,42382,TRUE,19,42382.29167
7395,1842,86,3223,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3223,6,96,42382,TRUE,19,42382.29167
7396,1842,95,1599,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1599,6,90,42382,TRUE,19,42382.29167
7397,1842,98,3303,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3303,6,96,42382,TRUE,19,42382.29167
7398,1843,184,1491,Shipping carton (Brown) 305x305x305mm,1491,7,47.5,42382,TRUE,19,42382.29167
7399,1843,193,2458,Black and orange glass with care despatch tape 48mmx75m,2458,7,38.4,42382,TRUE,19,42382.29167
7400,1843,204,2738,Tape dispenser (Red),2738,7,170,42382,TRUE,19,42382.29167
7401,1844,77,2991,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2991,6,84,42383,TRUE,20,42383.29167
7402,1844,78,3280,"""The Gu"" red shirt XML tag t-shirt (White) XS",3280,6,84,42383,TRUE,20,42383.29167
7403,1844,80,1609,"""The Gu"" red shirt XML tag t-shirt (White) M",1609,6,84,42383,TRUE,20,42383.29167
7404,1844,86,3221,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3221,6,96,42383,TRUE,20,42383.29167
7405,1844,95,1609,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1609,6,90,42383,TRUE,20,42383.29167
7406,1844,98,3306,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3306,6,96,42383,TRUE,20,42383.29167
7407,1845,184,1491,Shipping carton (Brown) 305x305x305mm,1491,7,47.5,42383,TRUE,20,42383.29167
7408,1845,193,2461,Black and orange glass with care despatch tape 48mmx75m,2461,7,38.4,42383,TRUE,20,42383.29167
7409,1845,204,2740,Tape dispenser (Red),2740,7,170,42383,TRUE,20,42383.29167
7410,1846,77,2997,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2997,6,84,42384,TRUE,11,42384.29167
7411,1846,78,3278,"""The Gu"" red shirt XML tag t-shirt (White) XS",3278,6,84,42384,TRUE,11,42384.29167
7412,1846,80,1609,"""The Gu"" red shirt XML tag t-shirt (White) M",1609,6,84,42384,TRUE,11,42384.29167
7413,1846,86,3228,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3228,6,96,42384,TRUE,11,42384.29167
7414,1846,95,1605,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1605,6,90,42384,TRUE,11,42384.29167
7415,1846,98,3309,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3309,6,96,42384,TRUE,11,42384.29167
7416,1847,184,1490,Shipping carton (Brown) 305x305x305mm,1490,7,47.5,42384,TRUE,11,42384.29167
7417,1847,193,2459,Black and orange glass with care despatch tape 48mmx75m,2459,7,38.4,42384,TRUE,11,42384.29167
